Strata;Plot;Individuals;Specie;Height;Diameter
2;6;1537;Pityrocarpa moniliformis;2;4.901972247
2;6;1537;Pityrocarpa moniliformis;2;5.092958179
2;6;1538;Godmania dardanoi;2;5.920563883
2;6;1539;Eugenia sp.1;2;3.183098862
2;6;1540;Pityrocarpa moniliformis;4;8.148733086
2;6;1541;Anadenanthera colubrina;4;6.68450761
2;6;1542;Pityrocarpa moniliformis;4.5;11.4591559
2;6;1543;Annona leptopetala;2;3.565070725
2;6;1544;Pityrocarpa moniliformis;3;5.920563883
2;6;1544;Pityrocarpa moniliformis;3;3.819718634
2;6;1545;Godmania dardanoi;4;7.321127382
2;6;1546;Senegalia tenuifolia;3;7.957747155
2;6;1546;Senegalia tenuifolia;3;3.819718634
2;6;1546;Senegalia tenuifolia;3;4.647324338
2;6;1546;Senegalia tenuifolia;3;3.819718634
2;6;1546;Senegalia tenuifolia;3;5.443099054
2;6;1547;Cordia oncocalyx;3;4.13802852
2;6;1548;Handroanthus selachidentatus;2;3.501408748
2;6;1549;Cenostigma bracteosum;2;3.9152116
2;6;1550;morta;2;5.411268065
2;6;1551;Cordia incognita;3;4.61549335
2;6;1551;Cordia incognita;3;4.13802852
2;6;1552;Pityrocarpa moniliformis;4;6.68450761
2;6;1553;Handroanthus selachidentatus;4;6.68450761
2;6;1554;Pityrocarpa moniliformis;3;7.002817496
2;6;1555;morta;3;6.366197724
2;6;1555;morta;3;5.729577951
2;6;1555;morta;3;4.13802852
2;6;1555;morta;3;3.819718634
2;6;1556;Handroanthus selachidentatus;4.5;5.53859202
2;6;1557;Cnidoscolus quercifolius;3;5.729577951
2;6;1558;Cordia oncocalyx;3;3.819718634
2;6;1558;Cordia oncocalyx;3;5.252113122
2;6;1558;Cordia oncocalyx;3;4.456338407
2;6;1558;Cordia oncocalyx;3;4.456338407
2;6;1558;Cordia oncocalyx;3;5.092958179
2;6;1558;Cordia oncocalyx;3;5.634084985
2;6;1558;Cordia oncocalyx;3;6.047887837
2;6;1559;Handroanthus selachidentatus;4;5.411268065
2;6;1560;Handroanthus selachidentatus;3;3.183098862
2;6;1561;Pityrocarpa moniliformis;3;4.933803236
2;6;1561;Pityrocarpa moniliformis;3;5.092958179
2;6;1562;Cordia oncocalyx;3;4.456338407
2;6;1562;Cordia oncocalyx;3;3.978873577
2;6;1562;Cordia oncocalyx;3;4.360845441
2;6;1562;Cordia oncocalyx;3;4.774648293
2;6;1563;Senegalia tenuifolia;4.5;14.00563499
2;6;1563;Senegalia tenuifolia;4.5;11.4591559
2;6;1564;Godmania dardanoi;3;6.716338598
2;6;1565;Cnidoscolus quercifolius;3;4.933803236
2;6;1565;Cnidoscolus quercifolius;3;4.742817304
2;6;1566;morta;3;4.774648293
2;6;1567;Pityrocarpa moniliformis;4;5.729577951
2;6;1567;Pityrocarpa moniliformis;4;6.047887837
2;6;1568;Cnidoscolus quercifolius;3;3.819718634
2;6;1568;Cnidoscolus quercifolius;3;4.13802852
2;6;1569;Pityrocarpa moniliformis;4;5.665915974
2;6;1570;Cnidoscolus quercifolius;5;16.87042397
2;6;1570;Cnidoscolus quercifolius;5;9.45380362
2;6;1571;Pityrocarpa moniliformis;3;6.366197724
2;6;1572;Tabaroa caatingicola;3;3.183098862
2;6;1573;morta;3;4.297183463
2;7;1574;Jatropha mutabilis;2;4.13802852
2;7;1575;morta;2;4.13802852
2;7;1576;Annona leptopetala;2;4.297183463
2;7;1577;morta;4;6.68450761
2;7;1577;morta;4;5.092958179
2;7;1578;Jatropha mutabilis;2.5;4.774648293
2;7;1579;Godmania dardanoi;3;5.092958179
2;7;1579;Godmania dardanoi;3;4.61549335
2;7;1580;Diptychandra aurantiaca;2;4.774648293
2;7;1581;Pityrocarpa moniliformis;3;6.207042781
2;7;1581;Pityrocarpa moniliformis;3;6.047887837
2;7;1582;Cnidoscolus quercifolius;2;4.13802852
2;7;1583;Jatropha mutabilis;2;4.13802852
2;7;1584;Pityrocarpa moniliformis;4;5.729577951
2;7;1585;Godmania dardanoi;4;5.729577951
2;7;1585;Godmania dardanoi;4;5.315775099
2;7;1586;Annona leptopetala;3;3.087605896
2;7;1587;Jatropha mutabilis;1.5;3.819718634
2;7;1588;Pityrocarpa moniliformis;3;4.901972247
2;7;1589;Terminalia fagifolia;4;11.26816997
2;7;1589;Terminalia fagifolia;4;9.45380362
2;7;1590;Pityrocarpa moniliformis;3;3.819718634
2;7;1591;Pityrocarpa moniliformis;4;7.321127382
2;7;1592;Pityrocarpa moniliformis;4;9.549296586
2;7;1593;Pityrocarpa moniliformis;4;11.14084602
2;7;1594;Pityrocarpa moniliformis;4;6.68450761
2;7;1595;Pityrocarpa moniliformis;3;5.729577951
2;7;1596;Pityrocarpa moniliformis;3;6.047887837
2;7;1596;Pityrocarpa moniliformis;3;5.411268065
2;7;1597;Pityrocarpa moniliformis;3;3.501408748
2;7;1598;Pityrocarpa moniliformis;4;6.047887837
2;7;1599;Godmania dardanoi;3;4.13802852
2;7;1600;Pityrocarpa moniliformis;3;4.774648293
2;7;1601;Pityrocarpa moniliformis;3;6.047887837
2;7;1602;Pityrocarpa moniliformis;3;4.13802852
2;7;1603;Pityrocarpa moniliformis;3;4.774648293
2;7;1603;Pityrocarpa moniliformis;3;4.520000384
2;7;1604;Ziziphus joazeiro;2;5.092958179
2;7;1604;Ziziphus joazeiro;2;4.679155327
2;7;1604;Ziziphus joazeiro;2;4.774648293
2;7;1605;Cnidoscolus quercifolius;4.5;12.63690248
2;7;1606;morta;3;3.183098862
2;7;1607;Cenostigma bracteosum;4;7.321127382
2;7;1607;Cenostigma bracteosum;4;5.729577951
2;7;1608;Ziziphus joazeiro;4;6.047887837
2;7;1608;Ziziphus joazeiro;4;6.68450761
2;7;1608;Ziziphus joazeiro;4;6.366197724
2;7;1609;Pityrocarpa moniliformis;3;5.729577951
2;7;1610;Pityrocarpa moniliformis;4;7.639437268
2;7;1611;morta;4;3.501408748
2;7;1612;morta;3;5.092958179
2;7;1613;morta;2;3.087605896
2;7;1614;Pityrocarpa moniliformis;4;7.957747155
2;7;1614;Pityrocarpa moniliformis;4;7.798592212
2;7;1615;Pityrocarpa moniliformis;3;6.68450761
2;7;1615;Pityrocarpa moniliformis;3;7.161972439
2;7;1616;Godmania dardanoi;3;4.297183463
2;7;1617;morta;2;3.183098862
2;7;1618;Ziziphus joazeiro;3;7.639437268
2;7;1618;Ziziphus joazeiro;3;7.130141451
2;7;1618;Ziziphus joazeiro;3;6.68450761
2;7;1618;Ziziphus joazeiro;3;6.366197724
2;7;1619;Godmania dardanoi;4;8.085071109
2;7;1620;Pityrocarpa moniliformis;4;5.729577951
2;7;1621;Pityrocarpa moniliformis;4;5.729577951
2;7;1622;Pityrocarpa moniliformis;3;6.68450761
2;7;1623;Jatropha mutabilis;2;3.501408748
2;7;1624;Jatropha mutabilis;2;5.092958179
2;7;1625;Pityrocarpa moniliformis;4;8.912676813
2;7;1625;Pityrocarpa moniliformis;4;7.957747155
2;7;1626;Pityrocarpa moniliformis;4;8.912676813
2;7;1627;Pityrocarpa moniliformis;3;6.238873769
2;7;1628;Luehea ochrophylla;3;5.729577951
2;7;1628;Luehea ochrophylla;3;5.411268065
2;7;1629;Pityrocarpa moniliformis;4;6.366197724
2;7;1630;Pityrocarpa moniliformis;4;7.957747155
2;7;1631;Eugenia sp.1;2;4.774648293
2;7;1632;Pityrocarpa moniliformis;4;9.45380362
2;7;1632;Pityrocarpa moniliformis;4;8.276057041
2;7;1633;morta;2;4.13802852
2;7;1634;Pityrocarpa moniliformis;4;11.4591559
2;7;1634;Pityrocarpa moniliformis;4;6.68450761
2;7;1635;Pityrocarpa moniliformis;2;3.819718634
2;7;1636;Luetzelburgia bahiensis;3;5.729577951
2;7;1637;Jatropha mutabilis;2;5.092958179
2;7;1638;Godmania dardanoi;2;4.774648293
2;7;1639;Jatropha mutabilis;2;3.819718634
2;7;1640;Pityrocarpa moniliformis;4;7.957747155
2;8;1641;Cenostigma bracteosum;3;5.092958179
2;8;1642;Pityrocarpa moniliformis;3;5.729577951
2;8;1643;morta;3;4.933803236
2;8;1643;morta;3;4.933803236
2;8;1644;Pityrocarpa moniliformis;2;3.819718634
2;8;1645;Eugenia sp.1;4;3.69239468
2;8;1646;Pityrocarpa moniliformis;4;9.390141642
2;8;1647;Pityrocarpa moniliformis;3;5.252113122
2;8;1648;Ziziphus joazeiro;3.5;4.774648293
2;8;1649;Pityrocarpa moniliformis;4.5;5.729577951
2;8;1650;Pityrocarpa moniliformis;4;7.957747155
2;8;1651;Pityrocarpa moniliformis;2.5;4.13802852
2;8;1652;Pityrocarpa moniliformis;2;3.501408748
2;8;1653;morta;4;5.729577951
2;8;1654;Handroanthus selachidentatus;2;3.787887646
2;8;1655;Pityrocarpa moniliformis;2.5;4.456338407
2;8;1656;Pityrocarpa moniliformis;4;6.047887837
2;8;1657;Pityrocarpa moniliformis;4;6.68450761
2;8;1658;Pityrocarpa moniliformis;4.5;7.957747155
2;8;1659;Pityrocarpa moniliformis;4;4.774648293
2;8;1660;Jatropha mutabilis;1;3.947042589
2;8;1661;Pityrocarpa moniliformis;4;3.501408748
2;8;1661;Pityrocarpa moniliformis;4;3.342253805
2;8;1662;Godmania dardanoi;3;5.729577951
2;8;1663;Jatropha mutabilis;2;4.456338407
2;8;1664;Pityrocarpa moniliformis;4;6.047887837
2;8;1665;Annona leptopetala;2;3.819718634
2;8;1666;Handroanthus selachidentatus;2.5;4.13802852
2;8;1667;Pityrocarpa moniliformis;3.5;7.321127382
2;8;1668;Godmania dardanoi;2;3.819718634
2;8;1669;Cenostigma bracteosum;3;3.819718634
2;8;1670;Pityrocarpa moniliformis;4;7.957747155
2;8;1671;Pityrocarpa moniliformis;4;6.047887837
2;8;1672;Pityrocarpa moniliformis;4;9.549296586
2;8;1673;Pityrocarpa moniliformis;3;4.774648293
2;8;1674;Pityrocarpa moniliformis;4;8.912676813
2;8;1675;morta;3;3.819718634
2;8;1676;Terminalia fagifolia;3;7.480282325
2;8;1676;Terminalia fagifolia;3;7.002817496
2;8;1677;Terminalia fagifolia;3;3.819718634
2;8;1677;Terminalia fagifolia;3;4.13802852
2;8;1678;Pityrocarpa moniliformis;4;7.480282325
2;8;1678;Pityrocarpa moniliformis;4;7.957747155
2;8;1678;Pityrocarpa moniliformis;4;7.639437268
2;8;1678;Pityrocarpa moniliformis;4;8.912676813
2;8;1679;Eugenia sp.1;3.5;3.087605896
2;8;1680;Cenostigma bracteosum;4;3.660563691
2;8;1680;Cenostigma bracteosum;4;3.087605896
2;8;1681;morta;3;3.819718634
2;8;1682;Pityrocarpa moniliformis;3;6.334366735
2;8;1682;Pityrocarpa moniliformis;3;5.092958179
2;8;1683;Pityrocarpa moniliformis;4;11.58647986
2;8;1684;Anadenanthera colubrina;3.5;5.98422586
2;8;1685;Eugenia sp.1;2;3.183098862
2;8;1686;Pityrocarpa moniliformis;3;4.774648293
2;8;1687;Cnidoscolus quercifolius;3;8.658028904
2;8;1688;Pityrocarpa moniliformis;4;11.30000096
2;13;307;Eugenia sp.1;4;4.520000384
2;13;308;Lachesiodendron viridiflorum;3;5.092958179
2;13;309;Lachesiodendron viridiflorum;2;3.565070725
2;13;310;Handroanthus selachidentatus;4;5.888732894
2;13;310;Handroanthus selachidentatus;4;3.501408748
2;13;311;Acosmium diffusissimum;3.5;4.870141259
2;13;312;Acosmium diffusissimum;4;6.238873769
2;13;313;Peltogyne confertiflora;3.5;4.742817304
2;13;313;Peltogyne confertiflora;3.5;4.679155327
2;13;314;Pityrocarpa moniliformis;6;18.78028328
2;13;315;Eugenia sp.1;3;4.13802852
2;13;316;Lachesiodendron viridiflorum;3;3.978873577
2;13;317;Lachesiodendron viridiflorum;4;7.957747155
2;13;318;Zanthoxylum hamadryadicum;3;5.856901906
2;13;319;Lachesiodendron viridiflorum;3;5.729577951
2;13;319;Lachesiodendron viridiflorum;3;5.092958179
2;13;320;Eugenia sp.1;2;3.947042589
2;13;321;Handroanthus selachidentatus;3;6.366197724
2;13;322;Handroanthus selachidentatus;3.5;4.201690498
2;13;323;Dalbergia cearensis;2.5;4.679155327
2;13;324;Peltogyne confertiflora;3;3.501408748
2;13;325;Lachesiodendron viridiflorum;2;5.156620156
2;13;326;morta;3;7.321127382
2;13;327;Pityrocarpa moniliformis;4;5.856901906
2;13;328;Lachesiodendron viridiflorum;4;4.456338407
2;13;329;Pityrocarpa moniliformis;5;14.32394488
2;13;330;Lachesiodendron viridiflorum;3;4.456338407
2;13;330;Lachesiodendron viridiflorum;3;4.774648293
2;13;331;Pityrocarpa moniliformis;6;17.18873385
2;13;332;Luetzelburgia bahiensis;4;5.092958179
2;13;333;Pityrocarpa moniliformis;4;5.856901906
2;13;334;Luetzelburgia bahiensis;3;4.774648293
2;13;335;Lachesiodendron viridiflorum;3.5;4.456338407
2;13;336;Lachesiodendron viridiflorum;4;7.512113314
2;13;337;Pityrocarpa moniliformis;4;9.071831756
2;13;338;Lachesiodendron viridiflorum;3;4.933803236
2;13;339;Pityrocarpa moniliformis;5;5.411268065
2;13;340;Lachesiodendron viridiflorum;3;5.029296202
2;13;340;Lachesiodendron viridiflorum;3;4.679155327
2;13;340;Lachesiodendron viridiflorum;3;4.424507418
2;13;341;Pityrocarpa moniliformis;5;10.56788822
2;13;342;Pityrocarpa moniliformis;6;9.549296586
2;13;343;Psidium rufum;4;5.856901906
2;13;344;Eugenia sp.1;3;4.488169395
2;13;345;Lachesiodendron viridiflorum;3;4.297183463
2;13;346;Lachesiodendron viridiflorum;3;3.947042589
2;13;347;Handroanthus selachidentatus;4;5.156620156
2;13;348;Peltogyne confertiflora;4;7.384789359
2;13;349;Eugenia sp.1;4;4.551831372
2;13;350;Neocalyptrocalyx longifolium;4;5.092958179
2;13;350;Neocalyptrocalyx longifolium;4;5.506761031
2;13;351;Piptadenia stipulacea;4;7.734930234
2;13;352;Lachesiodendron viridiflorum;3;5.729577951
2;13;352;Lachesiodendron viridiflorum;3;4.13802852
2;13;352;Lachesiodendron viridiflorum;3;4.83831027
2;13;352;Lachesiodendron viridiflorum;3;3.819718634
2;13;353;Acosmium diffusissimum;5;8.403380995
2;13;354;Acosmium diffusissimum;4;4.456338407
2;13;355;Piptadenia stipulacea;4;5.156620156
2;13;356;Pityrocarpa moniliformis;4;5.156620156
2;13;357;Dalbergia cearensis;5;9.230986699
2;13;357;Dalbergia cearensis;5;7.8304232
2;13;357;Dalbergia cearensis;5;8.912676813
2;13;357;Dalbergia cearensis;5;9.67662054
2;13;358;Dalbergia cearensis;4;7.639437268
2;13;359;Eugenia sp.1;3;4.13802852
2;13;360;Eugenia sp.1;4;6.016056849
2;13;361;Lachesiodendron viridiflorum;3.5;4.360845441
2;13;362;Eugenia sp.1;4;5.156620156
2;13;363;Zanthoxylum hamadryadicum;4;7.894085177
2;13;364;Piptadenia stipulacea;4;4.13802852
2;13;365;Manihot caerulescens;4;4.774648293
2;13;366;Luetzelburgia bahiensis;4;9.549296586
2;13;366;Luetzelburgia bahiensis;4;14.32394488
2;13;366;Luetzelburgia bahiensis;4;7.639437268
2;13;366;Luetzelburgia bahiensis;4;8.276057041
2;13;367;Eugenia sp.1;3;5.729577951
2;13;368;Eugenia sp.1;3;4.13802852
2;13;369;Dalbergia cearensis;3;4.13802852
2;13;370;Eugenia sp.1;2;3.819718634
2;13;371;Piptadenia stipulacea;4;4.13802852
2;13;372;Pityrocarpa moniliformis;4;9.421972631
2;13;373;Pityrocarpa moniliformis;4;6.366197724
2;13;374;Pityrocarpa moniliformis;4;9.549296586
2;13;375;Pityrocarpa moniliformis;5;10.79070514
2;13;375;Pityrocarpa moniliformis;5;7.957747155
2;13;376;Pityrocarpa moniliformis;3;6.366197724
2;13;377;Zanthoxylum hamadryadicum;3;3.851549623
2;13;378;Jatropha mollissima;3;3.819718634
2;13;379;morta;4;5.729577951
2;13;380;Senegalia tenuifolia;3;5.092958179
2;13;380;Senegalia tenuifolia;3;4.774648293
2;13;381;Pityrocarpa moniliformis;4;9.230986699
2;13;382;Dalbergia cearensis;3;5.729577951
2;14;383;Eugenia sp.1;3;4.13802852
2;14;384;Lachesiodendron viridiflorum;3;5.729577951
2;14;385;Lachesiodendron viridiflorum;4;5.092958179
2;14;385;Lachesiodendron viridiflorum;4;3.819718634
2;14;386;Aspidosperma pyrifolium;4;7.384789359
2;14;386;Aspidosperma pyrifolium;3;3.9152116
2;14;387;Croton nepetifolius;3;5.092958179
2;14;387;Croton nepetifolius;3;4.965634224
2;14;388;Piptadenia stipulacea;4;5.793239929
2;14;389;Piptadenia stipulacea;4;4.13802852
2;14;390;Piptadenia stipulacea;4;5.888732894
2;14;391;Piptadenia stipulacea;3;4.488169395
2;14;392;Zanthoxylum hamadryadicum;3;4.806479281
2;14;393;Zanthoxylum hamadryadicum;3;5.570423008
2;14;394;Piptadenia stipulacea;3.5;5.729577951
2;14;395;Machaerium floridum;1;3.183098862
2;14;395;Machaerium floridum;1;3.501408748
2;14;396;Croton nepetifolius;3;5.729577951
2;14;397;Croton nepetifolius;3;3.565070725
2;14;398;Croton nepetifolius;3;3.246760839
2;14;399;Acosmium diffusissimum;2;4.13802852
2;14;400;Schinopsis brasiliensis;3;11.04535305
2;14;401;Magonia pubescens;4;7.925916166
2;14;401;Magonia pubescens;4;5.092958179
2;14;402;Lachesiodendron viridiflorum;4;9.708451529
2;14;403;Acosmium diffusissimum;3;5.029296202
2;14;404;Magonia pubescens;5.5;12.92338138
2;14;404;Magonia pubescens;3;8.689859893
2;14;405;Acosmium diffusissimum;4;6.429859701
2;14;406;Manihot caerulescens;4.5;3.9152116
2;14;407;morta;6;14.32394488
2;14;408;Zanthoxylum hamadryadicum;2.5;5.092958179
2;14;409;Zanthoxylum hamadryadicum;3;5.920563883
2;14;410;Zanthoxylum hamadryadicum;3;5.793239929
2;14;411;Croton nepetifolius;3;5.092958179
2;14;412;Schinopsis brasiliensis;5;17.82535363
2;14;413;Schinopsis brasiliensis;5;16.55211408
2;14;414;Lachesiodendron viridiflorum;3;6.68450761
2;14;415;Lachesiodendron viridiflorum;3;3.501408748
2;14;415;Lachesiodendron viridiflorum;3;3.883380611
2;14;416;Schinopsis brasiliensis;3;7.8304232
2;14;417;Croton nepetifolius;2;4.774648293
2;14;418;Magonia pubescens;4;7.639437268
2;14;419;Piptadenia stipulacea;4;5.729577951
2;14;420;Magonia pubescens;4.5;5.570423008
2;14;421;Lachesiodendron viridiflorum;4;7.639437268
2;14;421;Lachesiodendron viridiflorum;4;7.161972439
2;14;421;Lachesiodendron viridiflorum;4;6.939155519
2;14;421;Lachesiodendron viridiflorum;4;6.366197724
2;14;422;Magonia pubescens;4;8.276057041
2;14;423;morta;3;4.774648293
2;14;424;Magonia pubescens;4;5.729577951
2;14;425;Magonia pubescens;4;9.103662745
2;14;426;Pityrocarpa moniliformis;4;7.957747155
2;14;427;Acosmium diffusissimum;3;4.774648293
2;14;428;Acosmium diffusissimum;3;5.729577951
2;14;429;Eugenia sp.1;4;5.092958179
2;14;430;Lachesiodendron viridiflorum;4;9.549296586
2;14;431;morta;3;7.703099246
2;14;432;Neocalyptrocalyx longifolium;2;11.77746579
2;14;433;Schinopsis brasiliensis;4;10.50422624
2;14;434;morta;4;11.4591559
2;14;435;Neocalyptrocalyx longifolium;2;4.456338407
2;14;436;Acosmium diffusissimum;3;5.729577951
2;14;437;Lachesiodendron viridiflorum;3;5.156620156
2;14;437;Lachesiodendron viridiflorum;3;7.002817496
2;14;437;Lachesiodendron viridiflorum;3;6.366197724
2;14;437;Lachesiodendron viridiflorum;3;5.092958179
2;14;438;morta;5;20.37183272
2;14;439;Lachesiodendron viridiflorum;3;7.639437268
2;14;439;Lachesiodendron viridiflorum;3;7.002817496
2;14;439;Lachesiodendron viridiflorum;3;5.092958179
2;14;439;Lachesiodendron viridiflorum;3;4.774648293
2;14;440;Lachesiodendron viridiflorum;4;5.570423008
2;14;440;Lachesiodendron viridiflorum;4;5.092958179
2;14;440;Lachesiodendron viridiflorum;4;6.68450761
2;14;441;Magonia pubescens;5;17.44338176
2;14;442;Handroanthus selachidentatus;4;9.867606472
2;14;443;Handroanthus selachidentatus;4;8.307888029
2;14;443;Handroanthus selachidentatus;4;8.594366927
2;14;444;Lachesiodendron viridiflorum;3;3.819718634
2;14;445;Acosmium diffusissimum;4;9.390141642
2;14;446;Lachesiodendron viridiflorum;3;3.819718634
2;14;447;morta;3;4.774648293
2;14;448;morta;3;6.366197724
2;14;449;Acosmium diffusissimum;2;4.774648293
2;14;450;Magonia pubescens;4;7.002817496
2;14;450;Magonia pubescens;2;4.010704566
2;14;450;Magonia pubescens;2;4.901972247
2;14;451;Eugenia sp.1;3;4.456338407
2;14;451;Eugenia sp.1;3;4.774648293
2;14;452;morta;4;7.639437268
2;14;453;Lachesiodendron viridiflorum;4;7.957747155
2;14;453;Lachesiodendron viridiflorum;4;3.819718634
2;14;454;Piptadenia stipulacea;4;5.729577951
2;14;455;Magonia pubescens;5;8.276057041
2;14;455;Magonia pubescens;5;7.639437268
2;14;455;Magonia pubescens;5;6.68450761
2;14;456;Acosmium diffusissimum;3;4.456338407
2;14;456;Acosmium diffusissimum;3;3.819718634
2;14;457;morta;3;4.456338407
2;14;458;Machaerium acutifolium;3;3.819718634
2;14;459;Magonia pubescens;4;8.912676813
2;14;460;Tabaroa caatingicola;4;5.825070917
2;14;461;Lachesiodendron viridiflorum;4;7.321127382
2;14;462;Guapira opposita;4.5;10.18591636
2;14;463;Magonia pubescens;4;6.366197724
2;21;571;Mimosa gemmulata;3;5.092958179
2;21;571;Mimosa gemmulata;3;4.901972247
2;21;571;Mimosa gemmulata;3;5.411268065
2;21;572;morta;4;11.14084602
2;21;573;morta;2;3.819718634
2;21;574;Mimosa gemmulata;4;5.729577951
2;21;575;Mimosa gemmulata;3;4.456338407
2;21;575;Mimosa gemmulata;3;3.851549623
2;21;575;Mimosa gemmulata;3;3.183098862
2;21;576;Mimosa gemmulata;4;6.68450761
2;21;576;Mimosa gemmulata;4;3.819718634
2;21;577;morta;4;10.82253613
2;21;578;Mimosa gemmulata;4;7.957747155
2;21;578;Mimosa gemmulata;4;7.671268257
2;21;578;Mimosa gemmulata;4;7.321127382
2;21;579;morta;4;14.32394488
2;21;580;Lachesiodendron viridiflorum;4;7.448451337
2;21;581;Manihot caerulescens;5;11.77746579
2;21;582;Mimosa gemmulata;3;7.002817496
2;21;582;Mimosa gemmulata;3;4.13802852
2;21;582;Mimosa gemmulata;3;3.819718634
2;21;583;Piptadenia stipulacea;4;3.819718634
2;21;584;Mimosa gemmulata;3;4.13802852
2;21;585;Mimosa gemmulata;4;4.456338407
2;21;586;Mimosa gemmulata;3;5.411268065
2;21;587;Piptadenia stipulacea;3;6.68450761
2;21;588;Piptadenia stipulacea;4;5.729577951
2;21;589;Byrsonima gardneriana;4;7.321127382
2;21;589;Byrsonima gardneriana;4;7.098310462
2;21;589;Byrsonima gardneriana;4;7.639437268
2;21;589;Byrsonima gardneriana;4;4.456338407
2;21;590;Eugenia pistaciifolia;3;4.456338407
2;21;591;Eugenia pistaciifolia;3;4.13802852
2;21;591;Eugenia pistaciifolia;3;5.092958179
2;21;591;Eugenia pistaciifolia;3;5.411268065
2;21;591;Eugenia pistaciifolia;3;3.183098862
2;21;591;Eugenia pistaciifolia;3;3.087605896
2;21;592;Eremanthus incanus;5;16.2338042
2;21;593;morta;3;4.13802852
